"12205","add_to_cart","Cigarettes","Others","10.99","201.85000000000002","15","4","2017-06-23 16:22:30 UTC"

"14037","add_to_cart","Popcorn","Food","0.99","36.879999999999995","12","4","2017-06-23 16:22:30 UTC"

"15117","add_to_cart","Club Soda","Drinks","2.99","2.99","1","1","2017-06-23 16:22:32 UTC"

"10422","add_to_cart","Popcorn","Food","0.99","46.900000000000006","10","4","2017-06-23 16:22:36 UTC"

"12923","add_to_cart","Chips","Food","1.99","11.95","5","2","2017-06-23 16:22:38 UTC"

"13827","add_to_cart","Popcorn","Food","0.99","10.950000000000001","5","2","2017-06-23 16:22:38 UTC"

"13387","add_to_cart","Kitchen Items","Home Products","8.99","139.56","12","4","2017-06-23 16:22:39 UTC"

"12941","add_to_cart","Sea Food","Food","12.99","190.88","12","5","2017-06-23 16:22:44 UTC"

"14298","add_to_cart","Lotion","Beauty Products","3.89","50.53","5","4","2017-06-23 16:22:45 UTC"

"15013","add_to_cart","Wine","Drinks","30.99","61.98","2","1","2017-06-23 16:22:46 UTC"

"13868","add_to_cart","Cleaning Products","Home Products","3.39","72.14999999999999","5","2","2017-06-23 16:22:47 UTC"

"15245","add_to_cart","Medicines","Medical Products","20.99","287.86","14","3","2017-06-23 16:22:48 UTC"

"10810","add_to_cart","Canned Foods","Food","6.99","50.09","11","3","2017-06-23 16:22:49 UTC"

"10224","add_to_cart","Condiments","Food","5.99","74.81","19","5","2017-06-23 16:22:49 UTC"

"15581","add_to_cart","Spices","Food","15.99","212.9","10","4","2017-06-23 16:22:51 UTC"

"14006","add_to_cart","Meat","Food","4.99","277.78000000000003","22","8","2017-06-23 16:22:52 UTC"

"12822","add_to_cart","Wine","Drinks","30.99","92.97","3","1","2017-06-23 16:22:53 UTC"

"10457","add_to_cart","Club Soda","Drinks","2.99","11.96","4","1","2017-06-23 16:22:54 UTC"

"15445","add_to_cart","Popcorn","Food","0.99","43.83","17","4","2017-06-23 16:22:54 UTC"

"13132","add_to_cart","Popcorn","Food","0.99","41.879999999999995","12","4","2017-06-23 16:22:55 UTC"

"12411","add_to_cart","Condiments","Food","5.99","40.91","9","5","2017-06-23 16:22:55 UTC"

"14570","add_to_cart","Wine","Drinks","30.99","30.99","1","1","2017-06-23 16:22:58 UTC"

"14218","add_to_cart","Canned Foods","Food","6.99","47.88","12","3","2017-06-23 16:22:59 UTC"

"11110","add_to_cart","Spices","Food","15.99","102.91000000000001","9","4","2017-06-23 16:22:59 UTC"

"10551","add_to_cart","Canned Foods","Food","6.99","29.9","10","3","2017-06-23 16:23:01 UTC"

"12345","add_to_cart","Popcorn","Food","0.99","47.849999999999994","15","4","2017-06-23 16:23:02 UTC"

"10529","add_to_cart","Canned Foods","Food","6.99","43.879999999999995","12","3","2017-06-23 16:23:02 UTC"

"15050","add_to_cart","Cigarettes","Others","10.99","169.36999999999998","23","8","2017-06-23 16:23:03 UTC"

"15222","add_to_cart","Spices","Food","15.99","112.92","8","3","2017-06-23 16:23:05 UTC"

"15006","add_to_cart","Canned Foods","Food","6.99","23.94","6","3","2017-06-23 16:23:05 UTC"

"13977","add_to_cart","Chips","Food","1.99","15.940000000000001","6","2","2017-06-23 16:23:06 UTC"

"12000","add_to_cart","Popcorn","Food","0.99","41.910000000000004","9","4","2017-06-23 16:23:06 UTC"

"14345","add_to_cart","Medicines","Medical Products","20.99","103.91999999999999","8","2","2017-06-23 16:23:07 UTC"

"13614","add_to_cart","Cigarettes","Others","10.99","158.91","9","4","2017-06-23 16:23:08 UTC"

"12630","add_to_cart","Cheese","Food","3.99","123.86999999999999","13","3","2017-06-23 16:23:09 UTC"

"10224","add_to_cart","Canned Foods","Food","6.99","28.939999999999998","6","3","2017-06-23 16:23:10 UTC"

"13973","add_to_cart","Meat","Food","4.99","417.71","29","7","2017-06-23 16:23:10 UTC"

"13152","add_to_cart","Club Soda","Drinks","2.99","14.950000000000001","5","1","2017-06-23 16:23:12 UTC"

"10697","add_to_cart","Canned Foods","Food","6.99","27.939999999999998","6","3","2017-06-23 16:23:17 UTC"

"13106","add_to_cart","Sports Drink","Drinks","2.99","40.6","8","3","2017-06-23 16:23:17 UTC"

"12867","add_to_cart","Chips","Food","1.99","22.91","9","2","2017-06-23 16:23:19 UTC"

"11542","add_to_cart","Cheese","Food","3.99","110.91999999999999","8","4","2017-06-23 16:23:20 UTC"

"14158","add_to_cart","Sports Drink","Drinks","2.99","87.88","12","3","2017-06-23 16:23:25 UTC"

"13841","add_to_cart","Beer","Drinks","2.99","275.24999999999994","28","8","2017-06-23 16:23:25 UTC"

"11769","add_to_cart","Cheese","Food","3.99","146.89","11","4","2017-06-23 16:23:26 UTC"

"13652","add_to_cart","Cleaning Products","Home Products","3.39","103.14","6","2","2017-06-23 16:23:29 UTC"

"10995","add_to_cart","Club Soda","Drinks","2.99","8.97","3","1","2017-06-23 16:23:29 UTC"

"15159","add_to_cart","Canned Foods","Food","6.99","25.910000000000004","9","3","2017-06-23 16:23:30 UTC"

"14688","add_to_cart","Spices","Food","15.99","228.88","12","4","2017-06-23 16:23:31 UTC"

"14583","add_to_cart","Popcorn","Food","0.99","34.9","10","4","2017-06-23 16:23:31 UTC"

"11485","add_to_cart","Chips","Food","1.99","41.47","13","4","2017-06-23 16:23:34 UTC"

"10993","add_to_cart","Chips","Food","1.99","17.93","7","2","2017-06-23 16:23:36 UTC"

"12286","add_to_cart","Sea Food","Food","12.99","186.83","17","4","2017-06-23 16:23:37 UTC"

"10755","add_to_cart","Frozen Foods","Food","6.99","159.89999999999998","10","3","2017-06-23 16:23:38 UTC"

"14605","add_to_cart","Spices","Food","15.99","165.89","11","4","2017-06-23 16:23:39 UTC"

"15230","add_to_cart","Personal Care","Home Products","4.99","143.92","8","2","2017-06-23 16:23:39 UTC"

"14996","add_to_cart","Popcorn","Food","0.99","43.86","14","4","2017-06-23 16:23:40 UTC"

"11760","add_to_cart","Wine","Drinks","30.99","61.98","2","1","2017-06-23 16:23:43 UTC"

"13176","add_to_cart","Cheese","Food","3.99","153.9","10","3","2017-06-23 16:23:43 UTC"

"13773","add_to_cart","Club Soda","Drinks","2.99","11.96","4","1","2017-06-23 16:23:44 UTC"

"15027","add_to_cart","Popcorn","Food","0.99","56.82","18","4","2017-06-23 16:23:45 UTC"

"14290","add_to_cart","Spices","Food","15.99","175.39","11","4","2017-06-23 16:23:45 UTC"

"10186","add_to_cart","Pet Supplies","Food","4.99","74.55000000000001","15","4","2017-06-23 16:23:48 UTC"

"10657","add_to_cart","Diapers","Medical Products","10.0","127.7","11","5","2017-06-23 16:23:49 UTC"

"11365","add_to_cart","Chips","Food","1.99","7.970000000000001","3","2","2017-06-23 16:23:52 UTC"

"13746","add_to_cart","Cheese","Food","3.99","102.93","7","3","2017-06-23 16:23:53 UTC"

"11153","add_to_cart","Popcorn","Food","0.99","31.900000000000002","10","4","2017-06-23 16:23:53 UTC"

"13901","add_to_cart","Formula","Food","6.99","6.99","1","1","2017-06-23 16:23:57 UTC"

"13153","add_to_cart","Baby Food","Food","5.33","15.99","3","1","2017-06-23 16:23:57 UTC"

"11506","add_to_cart","Baby Food","Food","5.33","26.65","5","1","2017-06-23 16:23:58 UTC"

"14810","add_to_cart","Canned Foods","Food","6.99","50.870000000000005","13","3","2017-06-23 16:23:59 UTC"

"14209","add_to_cart","Chips","Food","1.99","19.92","8","2","2017-06-23 16:24:01 UTC"

"14995","add_to_cart","Club Soda","Drinks","2.99","2.99","1","1","2017-06-23 16:24:02 UTC"

"11821","add_to_cart","Popcorn","Food","0.99","55.85","15","4","2017-06-23 16:24:03 UTC"

"12576","add_to_cart","Popcorn","Food","0.99","44.86","14","4","2017-06-23 16:24:03 UTC"

"12257","add_to_cart","Fresh Fruits","Food","3.49","13.96","4","1","2017-06-23 16:24:05 UTC"

"11819","add_to_cart","Baby Food","Food","5.33","10.66","2","1","2017-06-23 16:24:06 UTC"

"12464","add_to_cart","Fresh Vegetables","Food","2.99","28.93","7","2","2017-06-23 16:24:07 UTC"

"10124","add_to_cart","Cigarettes","Others","10.99","148.91","9","3","2017-06-23 16:24:09 UTC"

"12304","add_to_cart","Condiments","Food","5.99","58.88","12","4","2017-06-23 16:24:09 UTC"

"12513","add_to_cart","Chips","Food","1.99","20.92","8","2","2017-06-23 16:24:10 UTC"

"10128","add_to_cart","Spices","Food","15.99","208.47","13","4","2017-06-23 16:24:12 UTC"

"11691","add_to_cart","Medicines","Medical Products","20.99","218.87999999999997","12","4","2017-06-23 16:24:12 UTC"

"12125","add_to_cart","Wine","Drinks","30.99","61.98","2","1","2017-06-23 16:24:15 UTC"

"15056","add_to_cart","Cigarettes","Others","10.99","79.94","6","3","2017-06-23 16:24:17 UTC"

"14679","add_to_cart","Medicines","Medical Products","20.99","155.94","6","2","2017-06-23 16:24:19 UTC"

"13489","add_to_cart","Wine","Drinks","30.99","123.96","4","1","2017-06-23 16:24:19 UTC"

"12006","add_to_cart","Chips","Food","1.99","12.94","6","2","2017-06-23 16:24:20 UTC"

"14040","add_to_cart","Cigarettes","Others","10.99","210.8","20","6","2017-06-23 16:24:28 UTC"

"11072","add_to_cart","Wine","Drinks","30.99","30.99","1","1","2017-06-23 16:24:30 UTC"

"11199","add_to_cart","Popcorn","Food","0.99","18.91","9","2","2017-06-23 16:24:30 UTC"

"14305","add_to_cart","Diapers","Medical Products","10.0","95.9","15","4","2017-06-23 16:24:31 UTC"

"14339","add_to_cart","Medicines","Medical Products","20.99","202.90999999999997","9","3","2017-06-23 16:24:31 UTC"

"14631","add_to_cart","Cigarettes","Others","10.99","124.12","18","5","2017-06-23 16:24:33 UTC"

"14651","add_to_cart","Club Soda","Drinks","2.99","11.96","4","1","2017-06-23 16:24:37 UTC"

"10818","add_to_cart","Office Supplies","Home Products","12.99","12.99","1","1","2017-06-23 16:24:39 UTC"

"10932","add_to_cart","Canned Foods","Food","6.99","22.94","6","3","2017-06-23 16:24:40 UTC"

"11068","add_to_cart","Chips","Food","1.99","10.95","5","2","2017-06-23 16:24:40 UTC"

"12049","add_to_cart","Meat","Food","4.99","224.26","24","9","2017-06-23 16:24:41 UTC"

"14178","add_to_cart","Popcorn","Food","0.99","30.889999999999997","11","4","2017-06-23 16:24:42 UTC"

"14528","add_to_cart","Oatmeal","Food","2.49","69.4","12","4","2017-06-23 16:24:43 UTC"

"14922","add_to_cart","Beer","Drinks","2.99","34.95","7","2","2017-06-23 16:24:44 UTC"

"10547","add_to_cart","Sports Drink","Drinks","2.99","102.67000000000002","13","4","2017-06-23 16:24:46 UTC"

"15301","add_to_cart","Condiments","Food","5.99","49.879999999999995","12","4","2017-06-23 16:24:46 UTC"

"14506","add_to_cart","Cigarettes","Others","10.99","107.64","16","5","2017-06-23 16:24:49 UTC"

"10533","add_to_cart","Office Supplies","Home Products","12.99","88.87","13","4","2017-06-23 16:24:51 UTC"

"15117","add_to_cart","Chips","Food","1.99","12.94","6","2","2017-06-23 16:24:54 UTC"

"10070","add_to_cart","Wipes","Toiletries","4.49","106.38","12","4","2017-06-23 16:24:54 UTC"

"14037","add_to_cart","Condiments","Food","5.99","54.849999999999994","15","5","2017-06-23 16:24:55 UTC"

"13486","add_to_cart","Cigarettes","Others","10.99","247.84","16","4","2017-06-23 16:25:00 UTC"

"14487","add_to_cart","Personal Care","Home Products","4.99","152.48999999999998","11","3","2017-06-23 16:25:00 UTC"

"13160","add_to_cart","Chips","Food","1.99","8.96","4","2","2017-06-23 16:25:04 UTC"

"11747","add_to_cart","Pet Supplies","Food","4.99","197.07999999999998","12","4","2017-06-23 16:25:05 UTC"

"11916","add_to_cart","Club Soda","Drinks","2.99","8.97","3","1","2017-06-23 16:25:07 UTC"

"12865","add_to_cart","Frozen Foods","Food","6.99","101.92","8","3","2017-06-23 16:25:08 UTC"

"10422","add_to_cart","Condiments","Food","5.99","58.88000000000001","12","5","2017-06-23 16:25:08 UTC"

"10554","add_to_cart","Frozen Foods","Food","6.99","59.41","9","3","2017-06-23 16:25:09 UTC"

"14803","add_to_cart","Condiments","Food","5.99","61.870000000000005","13","4","2017-06-23 16:25:09 UTC"

"14044","add_to_cart","Club Soda","Drinks","2.99","8.97","3","1","2017-06-23 16:25:11 UTC"

"14061","add_to_cart","Canned Foods","Food","6.99","38.879999999999995","12","3","2017-06-23 16:25:12 UTC"

"14068","add_to_cart","Cigarettes","Others","10.99","97.94","6","4","2017-06-23 16:25:13 UTC"

"13268","add_to_cart","Cigarettes","Others","10.99","164.56","12","5","2017-06-23 16:25:14 UTC"

"14298","add_to_cart","Office Supplies","Home Products","12.99","89.5","8","5","2017-06-23 16:25:15 UTC"

"14748","add_to_cart","Popcorn","Food","0.99","35.870000000000005","13","4","2017-06-23 16:25:17 UTC"

"14467","add_to_cart","Medicines","Medical Products","20.99","170.92999999999998","7","3","2017-06-23 16:25:18 UTC"

"11756","add_to_cart","Frozen Foods","Food","6.99","96.93","7","2","2017-06-23 16:25:22 UTC"

"14464","add_to_cart","Personal Care","Home Products","4.99","50.95","5","2","2017-06-23 16:25:23 UTC"

"11110","add_to_cart","Cigarettes","Others","10.99","124.89000000000001","11","5","2017-06-23 16:25:26 UTC"

"15581","add_to_cart","Canned Foods","Food","6.99","226.88","12","5","2017-06-23 16:25:27 UTC"

"12255","add_to_cart","Diapers","Medical Products","10.0","189.86","19","6","2017-06-23 16:25:28 UTC"

"12629","add_to_cart","Popcorn","Food","0.99","37.879999999999995","12","4","2017-06-23 16:25:28 UTC"

"15525","add_to_cart","Wine","Drinks","30.99","61.98","2","1","2017-06-23 16:25:30 UTC"

"15582","add_to_cart","Cigarettes","Others","10.99","96.93","7","2","2017-06-23 16:25:31 UTC"

"15245","add_to_cart","Frozen Foods","Food","6.99","301.84000000000003","16","4","2017-06-23 16:25:32 UTC"

"15222","add_to_cart","Cheese","Food","3.99","132.87","13","4","2017-06-23 16:25:33 UTC"

"13132","add_to_cart","Condiments","Food","5.99","65.84","16","5","2017-06-23 16:25:33 UTC"

"15050","add_to_cart","Meat","Food","4.99","194.32","28","9","2017-06-23 16:25:34 UTC"

"14711","add_to_cart","Cheese","Food","3.99","219.87","13","4","2017-06-23 16:25:36 UTC"

"14345","add_to_cart","Spices","Food","15.99","135.89999999999998","10","3","2017-06-23 16:25:38 UTC"

"11584","add_to_cart","Club Soda","Drinks","2.99","5.98","2","1","2017-06-23 16:25:41 UTC"

"13403","add_to_cart","Canned Foods","Food","6.99","16.950000000000003","5","3","2017-06-23 16:25:42 UTC"

"12304","add_to_cart","Oatmeal","Food","2.49","68.37","15","4","2017-06-23 16:25:42 UTC"

"13387","add_to_cart","Cigarettes","Others","10.99","183.52","16","5","2017-06-23 16:25:46 UTC"

"10810","add_to_cart","Diapers","Medical Products","10.0","60.09","12","4","2017-06-23 16:25:47 UTC"

"12345","add_to_cart","Condiments","Food","5.99","65.82","18","5","2017-06-23 16:25:48 UTC"

"15013","add_to_cart","Cheese","Food","3.99","73.95","5","2","2017-06-23 16:25:53 UTC"

"12923","add_to_cart","Canned Foods","Food","6.99","39.91","9","3","2017-06-23 16:25:55 UTC"

"11217","add_to_cart","Spices","Food","15.99","199.89","11","3","2017-06-23 16:25:55 UTC"

"10995","add_to_cart","Chips","Food","1.99","18.92","8","2","2017-06-23 16:25:58 UTC"

"14688","add_to_cart","Oatmeal","Food","2.49","233.85999999999999","14","5","2017-06-23 16:26:00 UTC"

"13176","add_to_cart","Cigarettes","Others","10.99","164.89000000000001","11","4","2017-06-23 16:26:03 UTC"

"14176","add_to_cart","Canned Foods","Food","6.99","48.900000000000006","10","3","2017-06-23 16:26:06 UTC"

"15445","add_to_cart","Condiments","Food","5.99","67.78999999999999","21","5","2017-06-23 16:26:07 UTC"

"10052","add_to_cart","Popcorn","Food","0.99","43.87","13","4","2017-06-23 16:26:10 UTC"

"14290","add_to_cart","Canned Foods","Food","6.99","182.38","12","5","2017-06-23 16:26:11 UTC"

"14583","add_to_cart","Condiments","Food","5.99","40.89","11","5","2017-06-23 16:26:11 UTC"

"13868","add_to_cart","Frozen Foods","Food","6.99","100.10999999999999","9","3","2017-06-23 16:26:14 UTC"

"15257","add_to_cart","Canned Foods","Food","6.99","43.89","11","3","2017-06-23 16:26:15 UTC"

"14158","add_to_cart","Diapers","Medical Products","10.0","107.88","14","4","2017-06-23 16:26:16 UTC"

"13106","add_to_cart","Oatmeal","Food","2.49","43.09","9","4","2017-06-23 16:26:16 UTC"

"13901","add_to_cart","Fresh Vegetables","Food","2.99","12.97","3","2","2017-06-23 16:26:17 UTC"

"13428","add_to_cart","Canned Foods","Food","6.99","39.9","10","3","2017-06-23 16:26:17 UTC"

